rb1805,20180105,20180104,23:00:00,500,3805,1102678,3827,3799,3812,-1,38099.1,3805,251,3804,25,4077,3544,2.60592e+06,4.20111e+10,3819,2.58109e+06,3811,
rb1805,20180105,20180104,23:00:00,500,3805,1102678,3827,3799,3812,-1,38099.1,3805,251,3804,25,4077,3544,2.60592e+06,4.20111e+10,3819,2.58109e+06,3811,
rb1805,20180105,20180105,09:00:00,500,3803,1103996,3827,3799,3812,-1,38099,3804,92,3803,3,4077,3544,2.6062e+06,4.20612e+10,3819,2.58109e+06,3811,
rb1805,20180105,20180105,09:00:01,0,3802,1106746,3827,3799,3812,-1,38098.9,3803,77,3802,614,4077,3544,2.60571e+06,4.21658e+10,3819,2.58109e+06,3811,
rb1805,20180105,20180105,09:00:01,500,3802,1111074,3827,3799,3812,-1,38098.6,3802,150,3801,1155,4077,3544,2.60786e+06,4.23304e+10,3819,2.58109e+06,3811,
rb1805,20180105,20180105,09:00:02,0,3801,1111814,3827,3799,3812,-1,38098.6,3802,97,3801,966,4077,3544,2.60806e+06,4.23585e+10,3819,2.58109e+06,3811,
rb1805,20180105,20180105,09:00:02,500,3802,1113478,3827,3799,3812,-1,38098.5,3802,26,3801,313,4077,3544,2.60824e+06,4.24218e+10,3819,2.58109e+06,3811,
rb1805,20180105,20180105,09:00:03,0,3802,1113904,3827,3799,3812,-1,38098.4,3802,79,3801,146,4077,3544,2.60838e+06,4.2438e+10,3819,2.58109e+06,3811,
rb1805,20180105,20180105,09:00:03,500,3801,1114246,3827,3799,3812,-1,38098.4,3801,51,3800,2480,4077,3544,2.60839e+06,4.2451e+10,3819,2.58109e+06,3811,
rb1805,20180105,20180105,09:00:04,0,3801,1114674,3827,3799,3812,-1,38098.4,3802,61,3801,344,4077,3544,2.60851e+06,4.24673e+10,3819,2.58109e+06,3811,
rb1805,20180105,20180105,09:00:04,500,3802,1115186,3827,3799,3812,-1,38098.3,3802,46,3801,120,4077,3544,2.60874e+06,4.24867e+10,3819,2.58109e+06,3811,
rb1805,20180105,20180105,09:00:05,0,3802,1115634,3827,3799,3812,-1,38098.3,3803,92,3802,35,4077,3544,2.60875e+06,4.25037e+10,3819,2.58109e+06,3811,
rb1805,20180105,20180105,09:00:05,500,3801,1116472,3827,3799,3812,-1,38098.2,3801,828,3800,2250,4077,3544,2.609e+06,4.25356e+10,3819,2.58109e+06,3811,
rb1805,20180105,20180105,09:00:06,0,3801,1116712,3827,3799,3812,-1,38098.2,3801,740,3800,2235,4077,3544,2.60918e+06,4.25447e+10,3819,2.58109e+06,3811,
rb1805,20180105,20180105,09:00:06,500,3801,1117288,3827,3799,3812,-1,38098.1,3801,705,3800,1979,4077,3544,2.60954e+06,4.25666e+10,3819,2.58109e+06,3811,
rb1805,20180105,20180105,09:00:07,0,3800,1117486,3827,3799,3812,-1,38098.1,3801,695,3800,1892,4077,3544,2.60967e+06,4.25741e+10,3819,2.58109e+06,3811,
rb1805,20180105,20180105,09:00:07,500,3800,1120052,3827,3799,3812,-1,38097.9,3801,231,3800,1116,4077,3544,2.60958e+06,4.26716e+10,3819,2.58109e+06,3811,
rb1805,20180105,20180105,09:00:08,0,3800,1121278,3827,3799,3812,-1,38097.8,3801,222,3800,544,4077,3544,2.61002e+06,4.27182e+10,3819,2.58109e+06,3811,
rb1805,20180105,20180105,09:00:08,500,3801,1121572,3827,3799,3812,-1,38097.8,3801,217,3800,455,4077,3544,2.61008e+06,4.27294e+10,3819,2.58109e+06,3811,
rb1805,20180105,20180105,09:00:09,0,3800,1122520,3827,3799,3812,-1,38097.7,3801,201,3800,12,4077,3544,2.61002e+06,4.27654e+10,3819,2.58109e+06,3811,
rb1805,20180105,20180105,09:00:09,500,3800,1122840,3827,3799,3812,-1,38097.7,3800,48,3799,823,4077,3544,2.61027e+06,4.27776e+10,3819,2.58109e+06,3811,
rb1805,20180105,20180105,09:00:10,0,3799,1122904,3827,3799,3812,-1,38097.7,3800,119,3799,853,4077,3544,2.6103e+06,4.278e+10,3819,2.58109e+06,3811,
rb1805,20180105,20180105,09:00:10,500,3798,1125282,3827,3798,3812,-1,38097.4,3799,142,3798,1249,4077,3544,2.61081e+06,4.28704e+10,3819,2.58109e+06,3811,
